5001	17 Jan 17	00:00:00	1	0	0	0	0	0	0	1	1	0	0	4	2	0	2	2	0	0	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5002	17 Jan 17	00:01:00	1	0	0	0	0	0	0	3	4	2	2	1	0	0	1	5	0	0	2	0	0	0	2	0	0	2	0	0	13	0	0	0	0	0	0	0	0	2	0
5003	17 Jan 17	00:02:00	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0
5004	17 Jan 17	00:03:00	1	0	0	0	0	0	0	8	0	2	1	3	0	0	2	8	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
5005	17 Jan 17	00:04:00	1	0	0	0	0	0	0	4	0	0	2	0	1	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
5006	17 Jan 17	00:05:00	1	0	0	0	0	0	0	0	5	0	3	0	0	0	4	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0
5007	17 Jan 17	00:06:00	1	0	0	0	0	0	0	0	0	2	2	7	2	5	3	17	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
5008	17 Jan 17	00:07:00	1	0	0	0	0	0	0	2	0	1	3	0	5	0	14	3	1	0	1	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0
5009	17 Jan 17	00:08:00	1	0	0	0	0	0	0	0	3	2	1	1	0	0	1	0	1	0	3	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0
5010	17 Jan 17	00:09:00	1	0	0	0	0	0	0	1	4	4	2	0	0	2	3	0	0	0	1	0	0	0	4	0	0	2	0	0	0	6	0	0	0	0	0	0	0	4	0
5011	17 Jan 17	00:10:00	1	0	0	0	0	0	0	1	0	1	4	1	6	0	1	4	0	0	0	0	0	0	16	0	0	3	0	0	2	4	0	0	8	0	0	0	0	2	0
5012	17 Jan 17	00:11:00	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	4	0	0	3	0	0	0	2	0	0	3	0	0	3	5	0	0	5	0	0	0	0	2	0
5013	17 Jan 17	00:12:00	1	0	0	0	0	0	0	1	2	1	0	0	3	0	0	1	0	0	12	0	0	0	2	0	0	5	0	0	3	3	0	0	5	0	0	0	0	6	0
5014	17 Jan 17	00:13:00	1	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	5	1	0	0	6	0	0	0	0	1	0
5015	17 Jan 17	00:14:00	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	4	0	0	0	0	0	1	0	0	4	0	0	2	6	0	0	5	0	0	0	0	3	0
